Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A763815,,12/16/2017 12:27:00 PM,12/16/2017 12:27:00 PM,9505 Bear Paw Trl in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Miniature Poodle Mix,White
A749169,Banana Joe,05/11/2017 06:21:00 PM,05/11/2017 06:21:00 PM,S Lexington St & E Parsons St in Manor (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle Mix,Tan/White
A753451,Faith,03/16/2018 02:51:00 PM,03/16/2018 02:51:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
A612598,Harvey,10/10/2013 02:18:00 PM,10/10/2013 02:18:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Labrador Retriever Mix,Tan/White
A719347,Indy,01/17/2016 05:36:00 PM,01/17/2016 05:36:00 PM,13676 Bee Cave Pkwy in Bee Cave (TX),Stray,Normal,Cat,Neutered Male,2 years,Snowshoe Mix,Lynx Point/White
A767098,,02/23/2018 02:12:00 PM,02/23/2018 02:12:00 PM,1701 Lohmans Crossing in Travis (TX),Wildlife,Sick,Other,Unknown,6 months,Bat Mix,Brown/Brown
A725050,,04/25/2016 11:49:00 AM,04/25/2016 11:49:00 AM,3101 Yellowpine Ter in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon,Gray/Black
A719723,Negra,01/26/2016 12:38:00 PM,01/26/2016 12:38:00 PM,Circulo De Amistad And Montopolis in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Dachshund Mix,Tricolor
A693250,,12/04/2014 06:34:00 PM,12/04/2014 06:34:00 PM,W 22Nd St & Leon St in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Labrador Retriever Mix,Gold
A687935,,09/12/2014 11:34:00 AM,09/12/2014 11:34:00 AM,7132 Texas 71 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A751008,Moon,06/03/2017 12:20:00 PM,06/03/2017 12:20:00 PM,3404 Socorro in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A676635,,04/12/2014 06:18:00 PM,04/12/2014 06:18:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A682797,*Starburst,07/03/2014 11:01:00 AM,07/03/2014 11:01:00 AM,1904 Poquito in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
A274546,Sophie,11/13/2013 06:16:00 PM,11/13/2013 06:16:00 PM,Manchaca And Slaughter in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Pointer Mix,Tricolor
A735393,,09/23/2016 12:58:00 PM,09/23/2016 12:58:00 PM,12304 Willow Wild Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A683741,,07/14/2014 06:14:00 PM,07/14/2014 06:14:00 PM,Machaca & Falcon Hill in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A717560,Milo,01/27/2016 02:20:00 PM,01/27/2016 02:20:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A681180,Zoey,06/13/2014 04:01:00 PM,06/13/2014 04:01:00 PM,Delano St And Fort Branch in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Jack Russell Terrier Mix,White/Brown
A735494,,09/24/2016 02:53:00 PM,09/24/2016 02:53:00 PM,1109 S Pleasant Valley in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie/White
A667916,*Shasta,11/25/2013 11:23:00 AM,11/25/2013 11:23:00 AM,Burnet Rd/Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Rottweiler Mix,Black/Tan
A715704,*Happy,11/14/2017 09:26:00 AM,11/14/2017 09:26:00 AM,Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Boxer/Beagle,White/Brown
A761854,Godiva,11/10/2017 03:40:00 PM,11/10/2017 03:40:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie
A775329,Chiquita,06/28/2018 11:52:00 AM,06/28/2018 11:52:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Tan
A684751,,07/28/2014 11:03:00 AM,07/28/2014 11:03:00 AM,1301 Spyglass Drive in Austin (TX),Stray,Sick,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A765890,,01/29/2018 01:56:00 PM,01/29/2018 01:56:00 PM,20602 Fm 1431 in Leander (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A691312,,11/02/2014 04:59:00 PM,11/02/2014 04:59:00 PM,Austin (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,White/Brown Tabby
A740410,*Thomas,12/16/2016 04:46:00 PM,12/16/2016 04:46:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A730523,,07/06/2016 07:14:00 AM,07/06/2016 07:14:00 AM,4601 Tuckerhill Lane in Travis (TX),Stray,Injured,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan
A759297,Ohio,09/30/2017 11:44:00 AM,09/30/2017 11:44:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A767793,,03/06/2018 04:34:00 PM,03/06/2018 04:34:00 PM,5639 Airport Boulevard in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair,Brown Tabby
A763933,,12/18/2017 03:53:00 PM,12/18/2017 03:53:00 PM,Austin (TX),Stray,Sick,Dog,Unknown,1 month,Rat Terrier Mix,Tan/White
A756000,*Mason,08/21/2017 01:04:00 PM,08/21/2017 01:04:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Pointer Mix,Brown/White
A737520,,10/30/2016 02:51:00 PM,10/30/2016 02:51:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair Mix,Orange Tabby/White
A745901,,03/26/2017 10:25:00 AM,03/26/2017 10:25:00 AM,2800 Crownover St in Austin (TX),Wildlife,Sick,Other,Unknown,5 months,Bat,Brown
A738363,Sadie,11/13/2016 03:38:00 PM,11/13/2016 03:38:00 PM,3300 Killingsworth in Travis (TX),Stray,Normal,Dog,Spayed Female,8 years,Beagle,Tricolor
A703120,,05/20/2015 05:20:00 PM,05/20/2015 05:20:00 PM,7904 Fm 969 in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby/White
A687319,Wiz,09/03/2014 01:15:00 PM,09/03/2014 01:15:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Maine Coon Mix,Brown Tabby
A678294,Bro,05/06/2014 08:32:00 PM,05/06/2014 08:32:00 PM,Duval And Amherst in Austin (TX),Public Assist,Normal,Dog,Intact Male,4 months,Pit Bull Mix,Blue/White
A701980,*Ettie,05/07/2015 12:02:00 PM,05/07/2015 12:02:00 PM,911 Battle Bend Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A672352,*Jack Black,02/08/2014 04:02:00 PM,02/08/2014 04:02:00 PM,Roxanna Dr And Crownspoint Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog Mix,Black/White
A670197,Cane,04/15/2014 12:18:00 PM,04/15/2014 12:18:00 PM,6700 Meadow Lake in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White
A707006,Marley,07/06/2015 03:30:00 PM,07/06/2015 03:30:00 PM,11113 Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,German Shepherd Mix,Black/Brown
A785322,Milo,12/01/2018 11:43:00 AM,12/01/2018 11:43:00 AM,Fm 973 And 71 in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Doberman Pinsch,Blue/Tan
A758912,Moxy,09/23/2017 04:55:00 PM,09/23/2017 04:55:00 PM,2101 Speedway in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black
A691211,Kitty,11/22/2014 02:14:00 PM,11/22/2014 02:14:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black
A685766,Bosales,08/12/2014 11:55:00 AM,08/12/2014 11:55:00 AM,4215 Caldwell Ln in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 month,Pointer/Labrador Retriever,Brown/White
A679750,Shotzy,10/08/2014 11:36:00 AM,10/08/2014 11:36:00 AM,14311 Wells Port in Austin (TX),Stray,Injured,Dog,Spayed Female,5 years,Weimaraner Mix,Chocolate
A781297,*Manicotti,09/27/2018 08:18:00 AM,09/27/2018 08:18:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tiger
A755438,,08/03/2017 01:42:00 PM,08/03/2017 01:42:00 PM,11305 Brenham Street in Manor (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A697437,,02/23/2015 05:38:00 PM,02/23/2015 05:38:00 PM,11400 Concordia University Dr. in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Brown
A781408,Pumpkin,09/28/2018 05:09:00 PM,09/28/2018 05:09:00 PM,1417 E Rundberg Ln in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Tan/Brown Brindle
A737615,Sam,11/01/2016 01:43:00 PM,11/01/2016 01:43:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Lhasa Apso Mix,White/Black
A689061,,09/28/2014 05:05:00 PM,09/28/2014 05:05:00 PM,W 6Th St And N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Cardigan Welsh Corgi/Chihuahua Shorthair,Buff
A702984,,05/19/2015 06:24:00 PM,05/19/2015 06:24:00 PM,19211 Blake Manor Rd in Manor (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A665003,Prof Griffin,10/12/2013 12:10:00 PM,10/12/2013 12:10:00 PM,14100 Thermal Driver in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor
A674790,Ginger,03/18/2014 01:50:00 PM,03/18/2014 01:50:00 PM,E Stassney Ih 35 in Austin (TX),Public Assist,Normal,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Red
A737050,,10/21/2016 01:08:00 PM,10/21/2016 01:08:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Pit Bull Mix,Brown/White
A545301,Audie,08/04/2015 02:13:00 PM,08/04/2015 02:13:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Maine Coon,Torbie
A756282,Bear,08/17/2017 10:59:00 AM,08/17/2017 10:59:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Tan
A663178,Choppa,08/01/2015 10:46:00 AM,08/01/2015 10:46:00 AM,71 & Spirt Of Texas Hwy in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,White/Blue
A775859,Morgan,07/05/2018 03:20:00 PM,07/05/2018 03:20:00 PM,8102 Furness Cv in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Dachshund,Black/Brown
A703159,*Tulip,05/21/2015 10:51:00 AM,05/21/2015 10:51:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A684929,Miko,08/13/2014 03:42:00 PM,08/13/2014 03:42:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black
A730313,*Sam,07/01/2016 05:50:00 PM,07/01/2016 05:50:00 PM,8724 Birmingham in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle Mix,Tan
A748212,Blue Girl,04/30/2017 05:58:00 PM,04/30/2017 05:58:00 PM,4803 Sara Dr in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Buff
A703802,*Benny,05/29/2015 10:26:00 AM,05/29/2015 10:26:00 AM,1300 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A786122,*Cool Whip,12/17/2018 12:46:00 PM,12/17/2018 12:46:00 PM,Teri Road And Pleasant Valley in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A783499,Pixie,10/31/2018 04:39:00 PM,10/31/2018 04:39:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Yorkshire Terrier Mix,Gold
A755144,,07/29/2017 03:27:00 PM,07/29/2017 03:27:00 PM,7902 Marble Ridge in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
A713447,,10/07/2015 07:48:00 AM,10/07/2015 07:48:00 AM,13021 Dessau Rd in Travis (TX),Stray,Normal,Dog,Neutered Male,14 years,Miniature Poodle/Shih Tzu,White/Black
A706994,*Declan,07/06/2015 02:07:00 PM,07/06/2015 02:07:00 PM,Georgian And Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Mix,Brown
A705561,,06/19/2015 07:31:00 AM,06/19/2015 07:31:00 AM,Loyola /Moonglow in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Longhair Mix,Seal Point
A763065,*Bramblepelt,12/02/2017 01:41:00 PM,12/02/2017 01:41:00 PM,Trail Driver Street And Trail Driver in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,American Shorthair Mix,Brown Tabby/Black
A784962,Misty,11/23/2018 06:35:00 PM,11/23/2018 06:35:00 PM,8312 Fathom Circle in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Cairn Terrier Mix,Black/White
A671854,Dakota,01/31/2014 12:26:00 PM,01/31/2014 12:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Rat Terrier Mix,Tricolor
A781886,Juan Carlos,10/07/2018 01:35:00 PM,10/07/2018 01:35:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Black/White
A720249,*Whiskers,02/05/2016 12:43:00 PM,02/05/2016 12:43:00 PM,13924 Marcella in Travis (TX),Stray,Injured,Cat,Intact Male,4 years,Domestic Longhair Mix,Black/White
A732176,,08/03/2016 04:14:00 PM,08/03/2016 04:14:00 PM,Hwy 183 And Hwy 130 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chow Chow Mix,Tan
A665696,Rhino,12/10/2013 05:43:00 PM,12/10/2013 05:43:00 PM,1517 Geoffs Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull,Blue/White
A715760,Spartacus,11/24/2015 03:24:00 PM,11/24/2015 03:24:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A693407,*Richard,12/07/2014 12:25:00 PM,12/07/2014 12:25:00 PM,9805 Bal Harbor in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Golden Retriever/Labrador Retriever,Buff
A751213,,06/05/2017 12:30:00 PM,06/05/2017 12:30:00 PM,1306 Bob Harrison in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Orange Tabby
A736839,Khali,10/18/2016 10:05:00 AM,10/18/2016 10:05:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Boxer,Tan/White
A677198,,04/21/2014 01:21:00 PM,04/21/2014 01:21:00 PM,509 Montopolis Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A713150,,10/03/2015 12:04:00 PM,10/03/2015 12:04:00 PM,3400 S Congress Ave in Austin (TX),Stray,Normal,Cat,Unknown,6 months,Domestic Medium Hair Mix,Blue/White
A684423,*Cassie,07/23/2014 01:22:00 PM,07/23/2014 01:22:00 PM,8900 Coulver Rd in Travis (TX),Stray,Injured,Dog,Intact Female,3 years,Boxer Mix,Black/White
A735361,Maya,09/23/2016 01:28:00 PM,09/23/2016 01:28:00 PM,5400 Pecan Brook in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Labrador Retriever,Black/White
A723775,,04/06/2016 03:14:00 PM,04/06/2016 03:14:00 PM,1420 E Wells Branch Pkwy in Austin (TX),Wildlife,Sick,Other,Unknown,6 months,Bat,Brown
A701589,,05/02/2015 04:10:00 AM,05/02/2015 04:10:00 AM,11601 Domain Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Boston Terrier Mix,Black/White
A704776,Louie,06/09/2015 06:40:00 PM,06/09/2015 06:40:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tan/White
A735930,Bella,10/01/2016 03:20:00 PM,10/01/2016 03:20:00 PM,Dessau Rd And Shropshire Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A739323,Gin,12/01/2016 11:00:00 AM,12/01/2016 11:00:00 AM,710 E Ben White Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,White/Brown
A631277,Cocoa,11/04/2015 03:54:00 PM,11/04/2015 03:54:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Labrador Retriever/German Shepherd,Sable
A669612,,12/23/2013 06:06:00 PM,12/23/2013 06:06:00 PM,9913 Morgan Creek Dr in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray/Black
A767158,,02/24/2018 02:24:00 PM,02/24/2018 02:24:00 PM,8311 Evelyn Road in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A761107,Jade,12/18/2017 01:13:00 PM,12/18/2017 01:13:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever/Siberian Husky,Cream
A763109,,12/03/2017 12:01:00 PM,12/03/2017 12:01:00 PM,507 West Applegate Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 weeks,Border Collie Mix,Black
A690140,*Joey,10/14/2014 09:41:00 PM,10/14/2014 09:41:00 PM,12508 Esplanade St in Austin (TX),Owner Surrender,Sick,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Black
A691218,Skama,01/28/2015 03:50:00 PM,01/28/2015 03:50:00 PM,Valleyridge Dr & S Oak Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,American Bulldog,White/Black
A664646,Ruby,10/06/2013 05:25:00 PM,10/06/2013 05:25:00 PM,Airport And Springdale in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Australian Shepherd Mix,Red/White
A763324,*Dreidel,12/07/2017 03:15:00 PM,12/07/2017 03:15:00 PM,5811 Melody Lane in Travis (TX),Stray,Normal,Dog,Intact Male,7 months,Catahoula/Australian Shepherd,Black/Tan
A766507,,02/10/2018 03:30:00 PM,02/10/2018 03:30:00 PM,5400 West Parmer Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby
A775108,*Miki,06/24/2018 03:17:00 PM,06/24/2018 03:17:00 PM,1156 West Cesar Chavez Street in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Medium Hair Mix,Black/White
A768831,Champ,03/25/2018 05:08:00 PM,03/25/2018 05:08:00 PM,Pearl Retreat Lane And Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Dachshund,Red
A713803,*Pecan,10/13/2015 12:39:00 PM,10/13/2015 12:39:00 PM,1457 W Pecan St in Pflugerville (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Tortie
A662170,Felix,01/25/2014 03:44:00 PM,01/25/2014 03:44:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby
A765235,Tanner,01/15/2018 03:53:00 PM,01/15/2018 03:53:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,7 months,Catahoula Mix,Tan/White
A779471,Jemba,09/01/2018 03:10:00 PM,09/01/2018 03:10:00 PM,Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Boxer Mix,Brown Brindle/White
A701059,*Minty,04/23/2015 03:23:00 PM,04/23/2015 03:23:00 PM,107 E. Wheeler St in Manor (TX),Stray,Nursing,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby
A782014,Ellie,11/07/2018 02:47:00 PM,11/07/2018 02:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Black Mouth Cur Mix,Cream
A740217,Zapp,12/12/2016 04:55:00 PM,12/12/2016 04:55:00 PM,1511 Faro Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Cream Tabby
A662319,Dixie,11/01/2013 01:26:00 PM,11/01/2013 01:26:00 PM,10928 Desert Willow Dr in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Brown
A731422,*Salsa,07/22/2016 07:38:00 AM,07/22/2016 07:38:00 AM,5365 Westminster Ave in Austin (TX),Stray,Nursing,Cat,Unknown,3 weeks,Domestic Longhair Mix,Calico
A664824,Bella,07/17/2014 07:46:00 AM,07/17/2014 07:46:00 AM,1705 Barrilla St {Bull Creek Area) in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,German Shepherd Mix,Black
A690251,,10/16/2014 05:28:00 PM,10/16/2014 05:28:00 PM,45Th And Mopac in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A734996,,09/16/2016 03:03:00 PM,09/16/2016 03:03:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Miniature Poodle Mix,White/Black
A713788,*Elle,10/13/2015 11:02:00 AM,10/13/2015 11:02:00 AM,11100 Metric in Austin (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue/White
A760375,*Coraline,10/17/2017 11:33:00 AM,10/17/2017 11:33:00 AM,110 Chaparral Road in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A699366,Lyndon,03/26/2015 01:16:00 PM,03/26/2015 01:16:00 PM,6205 Marigold in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A758543,*Chip,09/18/2017 01:12:00 PM,09/18/2017 01:12:00 PM,Ed Bluestein And Lazy Creek in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Cream
A710285,,08/20/2015 04:40:00 PM,08/20/2015 04:40:00 PM,9505 Stonelake Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A672007,Maite,02/02/2014 01:32:00 PM,02/02/2014 01:32:00 PM,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,2 months,Siberian Husky Mix,White
A728842,*James,06/09/2016 12:52:00 PM,06/09/2016 12:52:00 PM,9515 Hotel Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A705901,,06/22/2015 02:42:00 PM,06/22/2015 02:42:00 PM,6302 Salcon Cliff Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pekingese/Cavalier Span,Red/White
A672721,,02/15/2014 03:21:00 PM,02/15/2014 03:21:00 PM,Braker And Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Siamese Mix,Lilac Point
A727124,*Avalanche,05/18/2016 01:31:00 PM,05/18/2016 01:31:00 PM,6600 Elm Creek Dr # 65 in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White
A708203,*Shayla,11/23/2015 05:57:00 PM,11/23/2015 05:57:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,3 years,Siamese Mix,Lilac Point
A687563,*Wallace,09/06/2014 02:08:00 PM,09/06/2014 02:08:00 PM,Pleasant Valley And Lakeshore Dr in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Redbone Hound/Labrador Retriever,Red
A751039,*Tabitha,06/03/2017 02:27:00 PM,06/03/2017 02:27:00 PM,1007 S Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A783638,Ms Polly Dee,11/03/2018 12:56:00 PM,11/03/2018 12:56:00 PM,908 Bret Lane in Austin (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair Mix,Black/White
A645645,,12/06/2014 12:12:00 PM,12/06/2014 12:12:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
A671704,Chloe,05/27/2015 11:01:00 AM,05/27/2015 11:01:00 AM,4900 Gonzales St in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Pit Bull/Boxer,Black/White
A689401,*Rocco,10/03/2014 03:22:00 PM,10/03/2014 03:22:00 PM,4902 Teri Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rottweiler/Labrador Retriever,Black/Tan
A708522,Kaiser,07/29/2015 10:47:00 AM,07/29/2015 10:47:00 AM,8800 N Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Black/Brown
A785913,*Santa,12/12/2018 03:45:00 PM,12/12/2018 03:45:00 PM,14107 Sleepy Hollow Drive in Pflugerville (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A761557,,11/06/2017 05:28:00 PM,11/06/2017 05:28:00 PM,1708 Garden in Austin (TX),Stray,Sick,Cat,Unknown,6 years,Domestic Shorthair Mix,Black
A680462,Janice,06/30/2014 11:00:00 AM,06/30/2014 11:00:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Rat Terrier Mix,White/Liver
A750900,*Harlem,06/01/2017 10:41:00 PM,06/01/2017 10:41:00 PM,25101 Fawn Dr in Travis (TX),Stray,Injured,Dog,Intact Male,2 years,German Shepherd/Great Pyrenees,Brown/Black
A739274,Meg,11/30/2016 08:27:00 AM,11/30/2016 08:27:00 AM,Ridge Point in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Calico/Black
